Formula,Name,M+2H,M-H,Exact Mass,M+H,M+Na,2M-H,2M+H,2M+Na,,,,,,,,,,
C28H40N2O8,DHQ7,3134.02262,6265.0234,6266.0307,6267.0380,6289.0297,12531.0541,12533.0687,12555.0604,,,,,,,1000000,1000000,1000000,1000000
C23H44N6O8,Proferrioxamine-A2,3134.52262,6266.0234,6267.0307,6268.0380,6290.0297,12533.0541,12535.0687,12557.0604,,,,,,,1000000,1000000,1000000,1000000
C23H44N6O8,IC-202-B; IC-1202B,3135.02262,6267.0234,6268.0307,6269.0380,6291.0297,12535.0541,12537.0687,12559.0604,,,,,,,1000000,1000000,1000000,1000000
C32H52O6,FD-892,3135.52262,6268.0234,6269.0307,6270.0380,6292.0297,12537.0541,12539.0687,12561.0604,,,,,,,1000000,1000000,1000000,1000000
C22H35N3O6S3,Burkholdac A,3136.02262,6269.0234,6270.0307,6271.0380,6293.0297,12539.0541,12541.0687,12563.0604,,,,,,,1000000,1000000,1000000,1000000
C19H35NO16,Lysodektose; 6-O-(2-Deoxy-2-/N-methyl/-,3136.52262,6270.0234,6271.0307,6272.0380,6294.0297,12541.0541,12543.0687,12565.0604,,,,,,,1000000,1000000,1000000,1000000
C30H31NO8,Sch-56036,3137.02262,6271.0234,6272.0307,6273.0380,6295.0297,12543.0541,12545.0687,12567.0604,,,,,,,1000000,1000000,1000000,1000000
C25H35N5O8,Oxyplicacetin; 3'-Hydroxyplicacetin,3137.52262,6272.0234,6273.0307,6274.0380,6296.0297,12545.0541,12547.0687,12569.0604,,,,,,,1000000,1000000,1000000,1000000
C27H39N3O8,Detoxin C3; Detoxin Cbeta1,3138.02262,6273.0234,6274.0307,6275.0380,6297.0297,12547.0541,12549.0687,12571.0604,,,,,,,1000000,1000000,1000000,1000000
C27H18O12,Collinone,3138.52262,6274.0234,6275.0307,6276.0380,6298.0297,12549.0541,12551.0687,12573.0604,,,,,,,1000000,1000000,1000000,1000000
C29H23ClO8,KB-3346-5A4,3139.02262,6275.0234,6276.0307,6277.0380,6299.0297,12551.0541,12553.0687,12575.0604,,,,,,,1000000,1000000,1000000,1000000
C29H23ClO8,KB-3346-5A5,3139.52262,6276.0234,6277.0307,6278.0380,6300.0297,12553.0541,12555.0687,12577.0604,,,,,,,1000000,1000000,1000000,1000000
C29H23ClO8,KB-3346-5A6,3140.02262,6277.0234,6278.0307,6279.0380,6301.0297,12555.0541,12557.0687,12579.0604,,,,,,,1000000,1000000,1000000,1000000
C23H23ClN4O9,Chlorocardicin,3140.52262,6278.0234,6279.0307,6280.0380,6302.0297,12557.0541,12559.0687,12581.0604,,,,,,,1000000,1000000,1000000,1000000
C27H35ClN2O7,"C-15003 QND-0; N-Demethyl-4,5-deosymayta",3141.02262,6279.0234,6280.0307,6281.0380,6303.0297,12559.0541,12561.0687,12583.0604,,,,,,,1000000,1000000,1000000,1000000
C30H34N2O7,Manumycin-E; Asukamycin E,3141.52262,6280.0234,6281.0307,6282.0380,6304.0297,12561.0541,12563.0687,12585.0604,,,,,,,1000000,1000000,1000000,1000000
C27H38N2O9,Antimycin-A2B,3142.02262,6281.0234,6282.0307,6283.0380,6305.0297,12563.0541,12565.0687,12587.0604,,,,,,,1000000,1000000,1000000,1000000
C27H38N2O9,Antimycin A8a,3142.52262,6282.0234,6283.0307,6284.0380,6306.0297,12565.0541,12567.0687,12589.0604,,,,,,,1000000,1000000,1000000,1000000
C27H38N2O9,Antimycin A2a,3143.02262,6283.0234,6284.0307,6285.0380,6307.0297,12567.0541,12569.0687,12591.0604,,,,,,,1000000,1000000,1000000,1000000
C27H38N2O9,Antimycin A8b,3143.52262,6284.0234,6285.0307,6286.0380,6308.0297,12569.0541,12571.0687,12593.0604,,,,,,,1000000,1000000,1000000,1000000
C27H38N2O9,Antimycin A11,3144.02262,6285.0234,6286.0307,6287.0380,6309.0297,12571.0541,12573.0687,12595.0604,,,,,,,1000000,1000000,1000000,1000000
C27H38N2O9,Antimycin A17,3144.52262,6286.0234,6287.0307,6288.0380,6310.0297,12573.0541,12575.0687,12597.0604,,,,,,,1000000,1000000,1000000,1000000
C28H42N2O8,17-Demethyl-rebrastatin,3145.02262,6287.0234,6288.0307,6289.0380,6311.0297,12575.0541,12577.0687,12599.0604,,,,,,,1000000,1000000,1000000,1000000
C28H42N2O8,DHQ3,3145.52262,6288.0234,6289.0307,6290.0380,6312.0297,12577.0541,12579.0687,12601.0604,,,,,,,1000000,1000000,1000000,1000000
C26H42N6O6,Matlystatin-E1; Matlystatin-E,3146.02262,6289.0234,6290.0307,6291.0380,6313.0297,12579.0541,12581.0687,12603.0604,,,,,,,1000000,1000000,1000000,1000000
C30H46O8,11107C; Pladienolide C,3146.52262,6290.0234,6291.0307,6292.0380,6314.0297,12581.0541,12583.0687,12605.0604,,,,,,,1000000,1000000,1000000,1000000
C29H46N2O7,Kalimantacin C,3147.02262,6291.0234,6292.0307,6293.0380,6315.0297,12583.0541,12585.0687,12607.0604,,,,,,,1000000,1000000,1000000,1000000
C34H46O5,Milbemycin I,3147.52262,6292.0234,6293.0307,6294.0380,6316.0297,12585.0541,12587.0687,12609.0604,,,,,,,1000000,1000000,1000000,1000000
C34H46O5,Tetromycin B,3148.02262,6293.0234,6294.0307,6295.0380,6317.0297,12587.0541,12589.0687,12611.0604,,,,,,,1000000,1000000,1000000,1000000
C28H46N4O6,Cepafungin I,3148.52262,6294.0234,6295.0307,6296.0380,6318.0297,12589.0541,12591.0687,12613.0604,,,,,,,1000000,1000000,1000000,1000000
C33H46N2O4,16-Methylheptadecanoic acid saphenyl est,3149.02262,6295.0234,6296.0307,6297.0380,6319.0297,12591.0541,12593.0687,12615.0604,,,,,,,1000000,1000000,1000000,1000000
C30H50N2O6,"Vicenistatin B; (Sannastatin, revised)",3149.52262,6296.0234,6297.0307,6298.0380,6320.0297,12593.0541,12595.0687,12617.0604,,,,,,,1000000,1000000,1000000,1000000
C40H54,"1',2'-Dihydrochlorobactene",3150.02262,6297.0234,6298.0307,6299.0380,6321.0297,12595.0541,12597.0687,12619.0604,,,,,,,1000000,1000000,1000000,1000000
C28H22ClNO8,BE-19412A,3150.52262,6298.0234,6299.0307,6300.0380,6322.0297,12597.0541,12599.0687,12621.0604,,,,,,,1000000,1000000,1000000,1000000
C27H21NO11,11-O-Demethylpradimicinone-I,3151.02262,6299.0234,6300.0307,6301.0380,6323.0297,12599.0541,12601.0687,12623.0604,,,,,,,1000000,1000000,1000000,1000000
C27H22ClN3O7,11-Dechlororebeccamycin,3151.52262,6300.0234,6301.0307,6302.0380,6324.0297,12601.0541,12603.0687,12625.0604,,,,,,,1000000,1000000,1000000,1000000
C24H25NO11S,FR-901367; WS-009-B,3152.02262,6301.0234,6302.0307,6303.0380,6325.0297,12603.0541,12605.0687,12627.0604,,,,,,,1000000,1000000,1000000,1000000
C28H25NO10,Simaomicin a; LL-D42067a,3152.52262,6302.0234,6303.0307,6304.0380,6326.0297,12605.0541,12607.0687,12629.0604,,,,,,,1000000,1000000,1000000,1000000
C29H29NO9,(3aS)-Jadomycin V,3153.02262,6303.0234,6304.0307,6305.0380,6327.0297,12607.0541,12609.0687,12631.0604,,,,,,,1000000,1000000,1000000,1000000
C29H29NO9,Jadomycin DNV,3153.52262,6304.0234,6305.0307,6306.0380,6328.0297,12609.0541,12611.0687,12633.0604,,,,,,,1000000,1000000,1000000,1000000
C23H29N5O10,Herbicidin-F,3154.02262,6305.0234,6306.0307,6307.0380,6329.0297,12611.0541,12613.0687,12635.0604,,,,,,,1000000,1000000,1000000,1000000
C25H34N3O8P,K-26,3154.52262,6306.0234,6307.0307,6308.0380,6330.0297,12613.0541,12615.0687,12637.0604,,,,,,,1000000,1000000,1000000,1000000
C23H37N9O6,Leucylblasticidin S,3155.02262,6307.0234,6308.0307,6309.0380,6331.0297,12615.0541,12617.0687,12639.0604,,,,,,,1000000,1000000,1000000,1000000
C27H20O12,a-Rubromycin; Collinomycin,3155.52262,6308.0234,6309.0307,6310.0380,6332.0297,12617.0541,12619.0687,12641.0604,,,,,,,1000000,1000000,1000000,1000000
C27H20O12,beta-Rubromycin; Tuoromycin; 9020; 7453;,3156.02262,6309.0234,6310.0307,6311.0380,6333.0297,12619.0541,12621.0687,12643.0604,,,,,,,1000000,1000000,1000000,1000000
C28H24O11,MSO-901809-H,3156.52262,6310.0234,6311.0307,6312.0380,6334.0297,12621.0541,12623.0687,12645.0604,,,,,,,1000000,1000000,1000000,1000000
C28H24O11,Xanosporic acid,3157.02262,6311.0234,6312.0307,6313.0380,6335.0297,12623.0541,12625.0687,12647.0604,,,,,,,1000000,1000000,1000000,1000000
C30H36N2O7,Manumycin-C; UCF1-B,3157.52262,6312.0234,6313.0307,6314.0380,6336.0297,12625.0541,12627.0687,12649.0604,,,,,,,1000000,1000000,1000000,1000000
C30H36N2O7,Asukamycin E-II,3158.02262,6313.0234,6314.0307,6315.0380,6337.0297,12627.0541,12629.0687,12651.0604,,,,,,,1000000,1000000,1000000,1000000
C30H48O8,Takanawaene A,3158.52262,6314.0234,6315.0307,6316.0380,6338.0297,12629.0541,12631.0687,12653.0604,,,,,,,1000000,1000000,1000000,1000000
C30H48O8,11107B; Pladienolide B,3159.02262,6315.0234,6316.0307,6317.0380,6339.0297,12631.0541,12633.0687,12655.0604,,,,,,,1000000,1000000,1000000,1000000
C27H48N6O5,FM-1001,3159.52262,6316.0234,6317.0307,6318.0380,6340.0297,12633.0541,12635.0687,12657.0604,,,,,,,1000000,1000000,1000000,1000000
C25H52N4O8,AS-N-7a,3160.02262,6317.0234,6318.0307,6319.0380,6341.0297,12635.0541,12637.0687,12659.0604,,,,,,,1000000,1000000,1000000,1000000
C40H56,"3,4-Didehydro-5',6'-dihydro-psi,psi-caro",3160.52262,6318.0234,6319.0307,6320.0380,6342.0297,12637.0541,12639.0687,12661.0604,,,,,,,1000000,1000000,1000000,1000000
C30H19NO9,(+)-Dynemicin-A,3161.02262,6319.0234,6320.0307,6321.0380,6343.0297,12639.0541,12641.0687,12663.0604,,,,,,,1000000,1000000,1000000,1000000
C30H19NO9,Endynamicin A,3161.52262,6320.0234,6321.0307,6322.0380,6344.0297,12641.0541,12643.0687,12665.0604,,,,,,,1000000,1000000,1000000,1000000
C27H21F2N3O7,Fluoroindolocarbazole A,3162.02262,6321.0234,6322.0307,6323.0380,6345.0297,12643.0541,12645.0687,12667.0604,,,,,,,1000000,1000000,1000000,1000000
C28H27NO10,(3aS)-Jadomycin T,3162.52262,6322.0234,6323.0307,6324.0380,6346.0297,12645.0541,12647.0687,12669.0604,,,,,,,1000000,1000000,1000000,1000000
C28H27NO10,Jadomycin DT,3163.02262,6323.0234,6324.0307,6325.0380,6347.0297,12647.0541,12649.0687,12671.0604,,,,,,,1000000,1000000,1000000,1000000
C22H27N5O11,Herbicidin H,3163.52262,6324.0234,6325.0307,6326.0380,6348.0297,12649.0541,12651.0687,12673.0604,,,,,,,1000000,1000000,1000000,1000000
C29H31NO9,Deacetylravidomycin N-oxide,3164.02262,6325.0234,6326.0307,6327.0380,6349.0297,12651.0541,12653.0687,12675.0604,,,,,,,1000000,1000000,1000000,1000000
C28H31N3O8,Saframycin-B,3164.52262,6326.0234,6327.0307,6328.0380,6350.0297,12653.0541,12655.0687,12677.0604,,,,,,,1000000,1000000,1000000,1000000
C22H43N5O10,"3',4'-Dideoxy-3""-epi-6'-N-methylbutirosi",3165.02262,6327.0234,6328.0307,6329.0380,6351.0297,12655.0541,12657.0687,12679.0604,,,,,,,1000000,1000000,1000000,1000000
C22H43N5O10,"3',4'-Dideoxy-6'-N-methylbutirosin A; DM",3165.52262,6328.0234,6329.0307,6330.0380,6352.0297,12657.0541,12659.0687,12681.0604,,,,,,,1000000,1000000,1000000,1000000
C22H43N5O10,"3',4'-Dideoxy-6'-C-methylbutirosin-B; DC",3166.02262,6329.0234,6330.0307,6331.0380,6353.0297,12659.0541,12661.0687,12683.0604,,,,,,,1000000,1000000,1000000,1000000
C29H47NO8,Mycinamicin XVIII,3166.52262,6330.0234,6331.0307,6332.0380,6354.0297,12661.0541,12663.0687,12685.0604,,,,,,,1000000,1000000,1000000,1000000
C26H18O13,Purpuromycin; Hydroxyrubromycin; 4041-I;,3167.02262,6331.0234,6332.0307,6333.0380,6355.0297,12663.0541,12665.0687,12687.0604,,,,,,,1000000,1000000,1000000,1000000
C24H23ClO12,Salinospora macrolide A,3167.52262,6332.0234,6333.0307,6334.0380,6356.0297,12665.0541,12667.0687,12689.0604,,,,,,,1000000,1000000,1000000,1000000
C24H23ClO12,Salinospora macrolide B,3168.02262,6333.0234,6334.0307,6335.0380,6357.0297,12667.0541,12669.0687,12691.0604,,,,,,,1000000,1000000,1000000,1000000
C24H23ClO12,Sporolide A,3168.52262,6334.0234,6335.0307,6336.0380,6358.0297,12669.0541,12671.0687,12693.0604,,,,,,,1000000,1000000,1000000,1000000
C24H23ClO12,Sporolide B,3169.02262,6335.0234,6336.0307,6337.0380,6359.0297,12671.0541,12673.0687,12695.0604,,,,,,,1000000,1000000,1000000,1000000
C26H22N2O11,Kinamycin J,3169.52262,6336.0234,6337.0307,6338.0380,6360.0297,12673.0541,12675.0687,12697.0604,,,,,,,1000000,1000000,1000000,1000000
C19H23N8O9P,Prohibicin,3170.02262,6337.0234,6338.0307,6339.0380,6361.0297,12675.0541,12677.0687,12699.0604,,,,,,,1000000,1000000,1000000,1000000
C24H27ClN2O10,7-Chloro-4a-hydroxy-8-methoxy-N-methyl-t,3170.52262,6338.0234,6339.0307,6340.0380,6362.0297,12677.0541,12679.0687,12701.0604,,,,,,,1000000,1000000,1000000,1000000
C32H26O8,Shikometabolin-D,3171.02262,6339.0234,6340.0307,6341.0380,6363.0297,12679.0541,12681.0687,12703.0604,,,,,,,1000000,1000000,1000000,1000000
C31H30N4O5,6-Isopropoxymethyl TAN-1030A,3171.52262,6340.0234,6341.0307,6342.0380,6364.0297,12681.0541,12683.0687,12705.0604,,,,,,,1000000,1000000,1000000,1000000
C20H30N10O8,Miharamycin-B,3172.02262,6341.0234,6342.0307,6343.0380,6365.0297,12683.0541,12685.0687,12707.0604,,,,,,,1000000,1000000,1000000,1000000
C30H30N6O4,Naseseazine A,3172.52262,6342.0234,6343.0307,6344.0380,6366.0297,12685.0541,12687.0687,12709.0604,,,,,,,1000000,1000000,1000000,1000000
C30H38N2O7,TMC-1C,3173.02262,6343.0234,6344.0307,6345.0380,6367.0297,12687.0541,12689.0687,12711.0604,,,,,,,1000000,1000000,1000000,1000000
C32H42O7,ST-906; ST906,3173.52262,6344.0234,6345.0307,6346.0380,6368.0297,12689.0541,12691.0687,12713.0604,,,,,,,1000000,1000000,1000000,1000000
C29H46O9,5-Dedesosaminyl-mycinamicin IV,3174.02262,6345.0234,6346.0307,6347.0380,6369.0297,12691.0541,12693.0687,12715.0604,,,,,,,1000000,1000000,1000000,1000000
C37H50N2O,Methanophenazine,3174.52262,6346.0234,6347.0307,6348.0380,6370.0297,12693.0541,12695.0687,12717.0604,,,,,,,1000000,1000000,1000000,1000000
C40H58,"1',2'-Dihydro-g-carotene",3175.02262,6347.0234,6348.0307,6349.0380,6371.0297,12695.0541,12697.0687,12719.0604,,,,,,,1000000,1000000,1000000,1000000
C19H22N7O10P,PB-9015-P2,3175.52262,6348.0234,6349.0307,6350.0380,6372.0297,12697.0541,12699.0687,12721.0604,,,,,,,1000000,1000000,1000000,1000000
C30H21NO9,Fredericamycin-A; FCRC-A-48; FCRC-A-48-A,3176.02262,6349.0234,6350.0307,6351.0380,6373.0297,12699.0541,12701.0687,12723.0604,,,,,,,1000000,1000000,1000000,1000000
C28H29NO10,Actinoplanone D,3176.52262,6350.0234,6351.0307,6352.0380,6374.0297,12701.0541,12703.0687,12725.0604,,,,,,,1000000,1000000,1000000,1000000
C28H33N3O8,Saframycin AR3; Saframycin BH1; 21-Decya,3177.02262,6351.0234,6352.0307,6353.0380,6375.0297,12703.0541,12705.0687,12727.0604,,,,,,,1000000,1000000,1000000,1000000
C23H29N11O5,Pyrronamycin A,3177.52262,6352.0234,6353.0307,6354.0380,6376.0297,12705.0541,12707.0687,12729.0604,,,,,,,1000000,1000000,1000000,1000000
C21H41N5O11,Apramycin; Nebramycin II; EL-857; 47657;,3178.02262,6353.0234,6354.0307,6355.0380,6377.0297,12707.0541,12709.0687,12731.0604,,,,,,,1000000,1000000,1000000,1000000
C21H41N5O11,Butirosin BU 1975C1; 4'-Deoxybutirosin,3178.52262,6354.0234,6355.0307,6356.0380,6378.0297,12709.0541,12711.0687,12733.0604,,,,,,,1000000,1000000,1000000,1000000
C21H41N5O11,Butirosin BU 1975C2,3179.02262,6355.0234,6356.0307,6357.0380,6379.0297,12711.0541,12713.0687,12735.0604,,,,,,,1000000,1000000,1000000,1000000
C21H41N5O11,Z-1159-5,3179.52262,6356.0234,6357.0307,6358.0380,6380.0297,12713.0541,12715.0687,12737.0604,,,,,,,1000000,1000000,1000000,1000000
C33H49NO5,Halichomycin,3180.02262,6357.0234,6358.0307,6359.0380,6381.0297,12715.0541,12717.0687,12739.0604,,,,,,,1000000,1000000,1000000,1000000
C31H49N5O3,A1-RC 1510,3180.52262,6358.0234,6359.0307,6360.0380,6382.0297,12717.0541,12719.0687,12741.0604,,,,,,,1000000,1000000,1000000,1000000
C26H20O13,8-Methoxygriseorhodin-C,3181.02262,6359.0234,6360.0307,6361.0380,6383.0297,12719.0541,12721.0687,12743.0604,,,,,,,1000000,1000000,1000000,1000000
C25H27Cl3N2O5,7-Demethyl A-80915 B,3181.52262,6360.0234,6361.0307,6362.0380,6384.0297,12721.0541,12723.0687,12745.0604,,,,,,,1000000,1000000,1000000,1000000
C32H28O8,Shikometabolin-C,3182.02262,6361.0234,6362.0307,6363.0380,6385.0297,12723.0541,12725.0687,12747.0604,,,,,,,1000000,1000000,1000000,1000000
C24H36N4O6S2,FR-901228; FK-228; Romidepsin; NSC-63017,3182.52262,6362.0234,6363.0307,6364.0380,6386.0297,12725.0541,12727.0687,12749.0604,,,,,,,1000000,1000000,1000000,1000000
C27H32N4O8,Pyridomycin; U-24544; Erizomycin,3183.02262,6363.0234,6364.0307,6365.0380,6387.0297,12727.0541,12729.0687,12751.0604,,,,,,,1000000,1000000,1000000,1000000
C19H32N12O7,Capreomycin-IIA,3183.52262,6364.0234,6365.0307,6366.0380,6388.0297,12729.0541,12731.0687,12753.0604,,,,,,,1000000,1000000,1000000,1000000
C28H36N4O7,Safracin B; Quinonamine A; EM 5519; Y 16,3184.02262,6365.0234,6366.0307,6367.0380,6389.0297,12731.0541,12733.0687,12755.0604,,,,,,,1000000,1000000,1000000,1000000
C21H40N4O12,Saccharocin; KA 5685,3184.52262,6366.0234,6367.0307,6368.0380,6390.0297,12733.0541,12735.0687,12757.0604,,,,,,,1000000,1000000,1000000,1000000
C30H40N2O7,SS 8201D,3185.02262,6367.0234,6368.0307,6369.0380,6391.0297,12735.0541,12737.0687,12759.0604,,,,,,,1000000,1000000,1000000,1000000
C30H40N2O7,TMC-1D,3185.52262,6368.0234,6369.0307,6370.0380,6392.0297,12737.0541,12739.0687,12761.0604,,,,,,,1000000,1000000,1000000,1000000
C32H44O7,Milbemycin K; B 41K,3186.02262,6369.0234,6370.0307,6371.0380,6393.0297,12739.0541,12741.0687,12763.0604,,,,,,,1000000,1000000,1000000,1000000
C29H48O9,Aquastatin C,3186.52262,6370.0234,6371.0307,6372.0380,6394.0297,12741.0541,12743.0687,12765.0604,,,,,,,1000000,1000000,1000000,1000000
C33H48O6,Milbemycin H; B 41H,3187.02262,6371.0234,6372.0307,6373.0380,6395.0297,12743.0541,12745.0687,12767.0604,,,,,,,1000000,1000000,1000000,1000000
C33H48O6,Leptomycin B; Elactocin; ATS 1287B; CI 9,3187.52262,6372.0234,6373.0307,6374.0380,6396.0297,12745.0541,12747.0687,12769.0604,,,,,,,1000000,1000000,1000000,1000000
C33H48O6,YM-32890 A; YL-02905S-B,3188.02262,6373.0234,6374.0307,6375.0380,6397.0297,12747.0541,12749.0687,12771.0604,,,,,,,1000000,1000000,1000000,1000000
C33H48O6,YL-02905S-A; YM-32890-B,3188.52262,6374.0234,6375.0307,6376.0380,6398.0297,12749.0541,12751.0687,12773.0604,,,,,,,1000000,1000000,1000000,1000000
C34H52O5,Lagunapyrone B,3189.02262,6375.0234,6376.0307,6377.0380,6399.0297,12751.0541,12753.0687,12775.0604,,,,,,,1000000,1000000,1000000,1000000
C28H31NO10,Feudomycin B,3189.52262,6376.0234,6377.0307,6378.0380,6400.0297,12753.0541,12755.0687,12777.0604,,,,,,,1000000,1000000,1000000,1000000
C28H31NO10,D-788-17; MA-144-KH; 7-O-Daunosaminylakl,3190.02262,6377.0234,6378.0307,6379.0380,6401.0297,12755.0541,12757.0687,12779.0604,,,,,,,1000000,1000000,1000000,1000000
C28H31NO10,Novclobiocin 108,3190.52262,6378.0234,6379.0307,6380.0380,6402.0297,12757.0541,12759.0687,12781.0604,,,,,,,1000000,1000000,1000000,1000000
C21H39N3O13,Destomycin B; A 16316C,3191.02262,6379.0234,6380.0307,6381.0380,6403.0297,12759.0541,12761.0687,12783.0604,,,,,,,1000000,1000000,1000000,1000000
C21H39N3O13,Destomycin C; N-Methylhygromycin B; AB-7,3191.52262,6380.0234,6381.0307,6382.0380,6404.0297,12761.0541,12763.0687,12785.0604,,,,,,,1000000,1000000,1000000,1000000
C28H47NO9,Novapikromycin; Novapicromycin,3192.02262,6381.0234,6382.0307,6383.0380,6405.0297,12763.0541,12765.0687,12787.0604,,,,,,,1000000,1000000,1000000,1000000
C26H47N5O7,Poststatin; Postostatin,3192.52262,6382.0234,6383.0307,6384.0380,6406.0297,12765.0541,12767.0687,12789.0604,,,,,,,1000000,1000000,1000000,1000000
C22H11Cl5N2O4,Marinopyrrole C,3193.02262,6383.0234,6384.0307,6385.0380,6407.0297,12767.0541,12769.0687,12791.0604,,,,,,,1000000,1000000,1000000,1000000
C22H11Cl5N2O4,Marinopyrrole D,3193.52262,6384.0234,6385.0307,6386.0380,6408.0297,12769.0541,12771.0687,12793.0604,,,,,,,1000000,1000000,1000000,1000000
C28H24Cl2O7,(-)-Bischloroanthrabenzoxocinone,3194.02262,6385.0234,6386.0307,6387.0380,6409.0297,12771.0541,12773.0687,12795.0604,,,,,,,1000000,1000000,1000000,1000000
C28H30O11,Bruceantarin,3194.52262,6386.0234,6387.0307,6388.0380,6410.0297,12773.0541,12775.0687,12797.0604,,,,,,,1000000,1000000,1000000,1000000
C28H30O11,Pillaromycin-A,3195.02262,6387.0234,6388.0307,6389.0380,6411.0297,12775.0541,12777.0687,12799.0604,,,,,,,1000000,1000000,1000000,1000000
C28H30O11,,3195.52262,6388.0234,6389.0307,6390.0380,6412.0297,12777.0541,12779.0687,12801.0604,,,,,,,1000000,1000000,1000000,1000000
C29H34O10,Lucensimycin B,3196.02262,6389.0234,6390.0307,6391.0380,6413.0297,12779.0541,12781.0687,12803.0604,,,,,,,1000000,1000000,1000000,1000000
C29H34O10,Lucensimycin C,3196.52262,6390.0234,6391.0307,6392.0380,6414.0297,12781.0541,12783.0687,12805.0604,,,,,,,1000000,1000000,1000000,1000000
C28H38N4O7,Cranomycin; A3 121C; PD 118316; 7-Deoxyp,3197.02262,6391.0234,6392.0307,6393.0380,6415.0297,12783.0541,12785.0687,12807.0604,,,,,,,1000000,1000000,1000000,1000000
C28H42N6O5,Lysopeptin B,3197.52262,6392.0234,6393.0307,6394.0380,6416.0297,12785.0541,12787.0687,12809.0604,,,,,,,1000000,1000000,1000000,1000000
C28H42N6O5,Lucentamycin A,3198.02262,6393.0234,6394.0307,6395.0380,6417.0297,12787.0541,12789.0687,12811.0604,,,,,,,1000000,1000000,1000000,1000000
C32H46O7,Milbemycin a2; B 41B2,3198.52262,6394.0234,6395.0307,6396.0380,6418.0297,12789.0541,12791.0687,12813.0604,,,,,,,1000000,1000000,1000000,1000000
C32H46O7,Milbemycin a3; B 41A4,3199.02262,6395.0234,6396.0307,6397.0380,6419.0297,12791.0541,12793.0687,12815.0604,,,,,,,1000000,1000000,1000000,1000000
C32H46O7,PD 124895; Kazusamycin B,3199.52262,6396.0234,6397.0307,6398.0380,6420.0297,12793.0541,12795.0687,12817.0604,,,,,,,1000000,1000000,1000000,1000000
C32H46O7,Milbemycin A4,3200.02262,6397.0234,6398.0307,6399.0380,6421.0297,12795.0541,12797.0687,12819.0604,,,,,,,1000000,1000000,1000000,1000000
C28H50N2O8,Serratamolide-B,3200.52262,6398.0234,6399.0307,6400.0380,6422.0297,12797.0541,12799.0687,12821.0604,,,,,,,1000000,1000000,1000000,1000000
C28H50N2O8,Serratamolide C,3201.02262,6399.0234,6400.0307,6401.0380,6423.0297,12799.0541,12801.0687,12823.0604,,,,,,,1000000,1000000,1000000,1000000
C35H58O4,"Bacteriohopa-6,11-dienetetrol",3201.52262,6400.0234,6401.0307,6402.0380,6424.0297,12801.0541,12803.0687,12825.0604,,,,,,,1000000,1000000,1000000,1000000
C35H58O4,Hopanelactone,3202.02262,6401.0234,6402.0307,6403.0380,6425.0297,12803.0541,12805.0687,12827.0604,,,,,,,1000000,1000000,1000000,1000000
C26H26ClN3O8,Duocarmycin C1; Pyrindamycin B,3202.52262,6402.0234,6403.0307,6404.0380,6426.0297,12805.0541,12807.0687,12829.0604,,,,,,,1000000,1000000,1000000,1000000
C26H26ClN3O8,Pyrindamycin A; Duocarmycin C2; SF-2582-,3203.02262,6403.0234,6404.0307,6405.0380,6427.0297,12807.0541,12809.0687,12831.0604,,,,,,,1000000,1000000,1000000,1000000
C26H26ClN3O8,SF-2582-B,3203.52262,6404.0234,6405.0307,6406.0380,6428.0297,12809.0541,12811.0687,12833.0604,,,,,,,1000000,1000000,1000000,1000000
